abstract_sku,old_sku,concrete_sku,name.de_DE,attribute_key_1,value_1,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,icecat_pdp_url,description.de_DE,is_searchable.de_DE,icecat_license,bundled,is_quantity_splittable
029,26976109,029_26976109,Sony Cyber-shot DSC-WX500,,,,,,,,"Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
030,30021698,030_30021698,Canon PowerShot G9 X,,,,,,,,"Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
031,30021637,031_30021637,Canon PowerShot G9 X,,,,,,,,"Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
032,32125551,032_32125551,Canon PowerShot SC620,,,,,,,,"Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
033,32125568,033_32125568,Canon PowerShot SC620,,,,,,,,"Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
034,32125390,034_32125390,Canon PowerShot SC620,,,,,,,,"Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
035,17360369,035_17360369,Canon PowerShot N,,,,,,,,"Creative Shot Mit der Funktion „Creative Shot“ ist es ganz einfach, originelle Aufnahmen zu machen. Sie nehmen ein ganz normales Foto auf und die Kamera analysiert die Szene und erstellt daraus 5 kreative Bilder, die sie mit der Originalaufnahme zusammen speichert – so wird ein und das selbe Motiv auf 5 künstlerische und oft überraschenden Arten interpretiert. Das einzigartige, symmetrische Metallgehäuse ist erfrischend anders und beeindruckt mit einem ultra-modernen, minimalistischem Design – so kompakt, dass es in jede Tasche passt und so schick, dass es auch sonst überall hin passt.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
036,17360368,036_17360368,Canon PowerShot N,,,,,,,,"Creative Shot Mit der Funktion „Creative Shot“ ist es ganz einfach, originelle Aufnahmen zu machen. Sie nehmen ein ganz normales Foto auf und die Kamera analysiert die Szene und erstellt daraus 5 kreative Bilder, die sie mit der Originalaufnahme zusammen speichert – so wird ein und das selbe Motiv auf 5 künstlerische und oft überraschenden Arten interpretiert. Das einzigartige, symmetrische Metallgehäuse ist erfrischend anders und beeindruckt mit einem ultra-modernen, minimalistischem Design – so kompakt, dass es in jede Tasche passt und so schick, dass es auch sonst überall hin passt.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
037,25904011,037_25904011,Canon PowerShot SX710,,,,,,,,"Kompakte 30fach Zoomkamera, die man überall mitnehmen kann Diese ultra-kompakte Kamera ist so klein, dass sie in jede Tasche passt und so überall mit hingenommen werden kann – das macht sie zum idealen Reisebegleiter. Mit dem 30fach optischen Zoom und 60fach ZoomPlus kommen Sie ganz nah ans Geschehen ran und halten jedes beeindruckende Detail fest. Der erweiterte Zoom-Assistent hilft Ihnen dabei immer die perfekte Bildkomposition zu halten. Der 5-achsige, intelligente optische Bildstabilisator passt sich automatisch der Situation an und ermöglicht gestochen scharfe und detailreiche Fotos und Movies – selbst bei wenig Licht oder vollem Zoom.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
038,25905593,038_25905593,Canon PowerShot SX710,,,,,,,,"Kompakte 30fach Zoomkamera, die man überall mitnehmen kann Diese ultra-kompakte Kamera ist so klein, dass sie in jede Tasche passt und so überall mit hingenommen werden kann – das macht sie zum idealen Reisebegleiter. Mit dem 30fach optischen Zoom und 60fach ZoomPlus kommen Sie ganz nah ans Geschehen ran und halten jedes beeindruckende Detail fest. Der erweiterte Zoom-Assistent hilft Ihnen dabei immer die perfekte Bildkomposition zu halten. Der 5-achsige, intelligente optische Bildstabilisator passt sich automatisch der Situation an und ermöglicht gestochen scharfe und detailreiche Fotos und Movies – selbst bei wenig Licht oder vollem Zoom.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
039,25904010,039_25904010,Canon PowerShot SX610,,,,,,,,"Stets beste Ergebnisse  Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera ermöglicht selbst bei wenig Licht oder hohen Zoomwerten gestochen scharfe und detailreiche Aufnahmen aus der freien Hand. WLAN bietet Ihnen zahlreiche Möglichkeiten. Fotos und Movies können direkt von der Kamera auf soziale Netzwerke hochgeladen werden und per dynamischem NFC auf Smartphone oder Tablet. Mit der Canon Camera Connect App wird eine Fernbedienung der Kamera über ein Smartphone ermöglicht. Backup auf einem PC oder in der Cloud ist dank Image Sync kein Problem. Verbindet man die Kamera mit einer Canon Connect Station, lassen sich Fotos und Movies mit Freunden und Familie am heimischen HD-Fernsehgerät betrachten oder man teilt sie von dort aus mit der ganzen Welt über soziale Netzwerke und Online-Alben wie irista.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
